id,pleno_id,fecha,mandat_id,intervinient,entitat,entitat_id,tipus_entitat,idioma_original,ambit,zones,districtes,categorias,subcategorias,cap_major,cap_subtopics,resum_cas,resum_val
2022-10-21-007,2022-10-21,2022-10-21,2019-2023,Blanca Silvestre,Consell de la Joventut de València,consell-joventut-valencia,altres,valenciano,ciutat,,,persones|participacio|economia,persones:joventut|participacio:participacio|participacio:processos_participatius|economia:comerc_ocupacio,5|14|20,500|1400|2000,"Blanca Silvestre, en representación del Consell de la Joventut de València, presenta un diagnóstico de la realidad de la juventud valenciana, caracterizada por incertidumbre, resiliencia y expectativa, denunciando problemas como la dificultad de emancipación, la subida de alquileres y la precariedad laboral. Reclama una mayor participación y visibilidad de la juventud en las decisiones políticas municipales.","Blanca Silvestre, en representació del Consell de la Joventut de València, presenta un diagnòstic de la realitat de la joventut valenciana, caracteritzada per incertesa, resiliència i expectativa, denunciant problemes com la dificulttat d'emancipació, la pujada de lloguers i la precarietat laboral. Reclama una major participació i visibilitat de la joventut en les decisions polítiques municipals."
2022-10-21-006,2022-10-21,2022-10-21,2019-2023,[***],Plataforma Veïnal Barri de Penya-roja,plataforma-vecinal-penyaroja,plataforma,castellano,barri,Penya-Roja,Camins al Grau,medi_ambient|urbanisme|serveis_publics,medi_ambient:zones_verdes|medi_ambient:benestar_animal|urbanisme:espai_public|urbanisme:patrimoni|serveis_publics:salut,7|14,709|705|1401|1403,"La Plataforma Veïnal de Penya-roja denuncia la falta de inversiones en el barrio, problemas en jardinería y limpieza municipal, proliferación de plagas y la necesidad de rehabilitar equipamientos como la alquería del Tenis y las naves de Cros. Reclama al alcalde que demuestre que tienen razón apostando por zonas verdes y proyectos pendientes.","La Plataforma Veïnal de Penya-roja denuncia la manca d'inversions en el barri, problemes en jardineria i neteja municipal, proliferació de plagues i la necessitat de rehabilitar equipaments com l'alqueria del Tenis i les naus de Cros. Reclamen al alcalde que demostre que tenen raó apostant per zones verdes i projectes pendents."
2022-10-21-005,2022-10-21,2022-10-21,2019-2023,[***],Associació de Comerciants del Centre Històric de València,asociacion-comerciantes-centro-historico-valencia,empresa,castellano,barri,La Seu|La Xerea|El Carme|El Pilar|El Mercat|Sant Francesc,Ciutat Vella,economia|serveis_publics|mobilitat|participacio|medi_ambient,economia:comerc_ocupacio|serveis_publics:seguretat|mobilitat:transit|mobilitat:transport_public|participacio:processos_participatius|participacio:transparencia|medi_ambient:contaminacio,7|10|12|15|20,1521|1201|1002|1001|2000|2004|2015|705,"La Asociación de Comerciantes del Centro Histórico aborda problemas de seguridad, vandalismo, tráfico y movilidad en el centro, solicitando mayor presupuesto para IBI bonificado, cámaras de vigilancia, limpieza de grafitis, y evaluación consensuada de políticas de movilidad. También destaca la importancia de la gobernanza responsable y coordinada entre partidos políticos.","L'Associació de Comerciants del Centre Històric aborda problemes de seguretat, vandalisme, trànsit i mobilitat al centre, demanant més pressupost per a IBI bonificat, càmeres de vigilància, neteja de grafitis i avaluació consensuada de polítiques de mobilitat. També destaca la importància d'una governança responsable i coordinada entre partits polítics."
2022-10-21-004,2022-10-21,2022-10-21,2019-2023,[***],Mi Tierra CV,mi-tierra-comunidad-valenciana,altres,castellano,ciutat,La Seu,Ciutat Vella,participacio|economia|mobilitat,participacio:processos_participatius|economia:pressupostos|mobilitat:transit|mobilitat:aparcament,10|14|20,2000|1002|1401,"El representante de Mi Tierra CV realiza un discurso dirigido a los ciudadanos sobre temas de gobierno municipal, criticando la gestión actual y pidiendo cambios en política local, infraestructuras y servicios públicos.","El representant de Mi Tierra CV fa un discurs dirigit als ciutadans sobre temes de govern municipal, criticant la gestió actual i demanant canvis en política local, infraestructures i serveis públics."
2022-10-21-003,2022-10-21,2022-10-21,2019-2023,[***],Associació Zero Incívics,associacio-zero-incivics,av,castellano,barri,Cabanyal-Canyamelar,Poblats Marítims,serveis_publics|drets_i_igualtat,serveis_publics:seguretat|drets_i_igualtat:drets_humans,12|19,1200|1201|1906,"Representante de la Asociación Zero Incívics denuncia siete años de acoso, amenazas y agresiones físicas de parte de vecinos en el Cabanyal, criticando la ineficacia de las medidas municipales de convivencia y la falta de protección a los denunciantes.","Representant de l'Associació Zero Incívics denuncia set anys de assetjament, amenaces i agressions físiques per part de veïns en el Cabanyal, criticant la ineficàcia de les mesures municipals de convivència i la falta de protecció als denunciants."
2022-10-21-002,2022-10-21,2022-10-21,2019-2023,Rafael Soler,Asociación Aceras para Peatones (APPEAT),appeat,av,castellano,ciutat,,,mobilitat|serveis_publics,mobilitat:mobilitat_activa|mobilitat:transit|serveis_publics:seguretat,10|12,1010|1002|1200,"El presidente de la Asociación Aceras para Peatones denuncia la falta de control municipal sobre bicicletas y patinetes que incumplen la ordenanza, poniendo en peligro a los peatones, e insta al Ayuntamiento a tomar medidas como la matriculación de estos vehículos y la actualización de la normativa.","El president de l'Associació Aceres per a Vianants denúncia la falta de control municipal sobre bicicletes i patinets que incomplixen l'ordenança, posant en perill els vianants, i insta l'Ajuntament a adoptar mesures com la matriculació d'estos vehicles i l'actualització de la normativa."
2022-09-29-003,2022-09-29,2022-09-29,2019-2023,[***],Associació de Veïns de la Creu Coberta,associacio-veins-creu-coberta,av,castellano,multi_barri,La Creu Coberta|L'Hort De Senabre|Sant Marcel.Li,Jesús,urbanisme|mobilitat|medi_ambient|serveis_publics|economia|drets_i_igualtat|participacio,urbanisme:espai_public|urbanisme:patrimoni|mobilitat:transit|medi_ambient:contaminacio|medi_ambient:benestar_animal|serveis_publics:seguretat|economia:pressupostos|drets_i_igualtat:interculturalitat_i_antiracisme|participacio:participacio,7|10|12|13|14|20,1002|1401|1200|1304|2000|705|703,"El presidente de la AV Cruz Cubierta denuncia la degradación de las calles San Vicente y zonas aledañas debido a ocupaciones ilegales, acumulación de basura, robos y problemas de seguridad, además de reivindicar mayor inversión en los barrios periféricos frente al centro de la ciudad.","El president de l'AV Creu Coberta denuncia la degradació de les carrers de San Vicente i zones pròximes per ocupacions il·legals, acumulació de deixalles, robatoris i problemes de seguretat, i reclama més inversió en els barris perifèrics enfront del centre de la ciutat."
2022-09-29-002,2022-09-29,2022-09-29,2019-2023,[***],Asociación de Vecinos del Barrio de San Antonio,asociacion-vecinos-san-antonio-zaidia,av,castellano,barri,Sant Antoni,La Saïdia,urbanisme|participacio,urbanisme:patrimoni|urbanisme:usos_turistics|participacio:participacio|participacio:transparencia,14|20,1403|2015|1401,"La asociación de vecinos de San Antonio denuncia la falta de resolución sobre la declaración de bien de relevancia local para las naves de la calle Guatla y la amenaza de derribo por una promotora, solicitando protección patrimonial y expresando preocupación sobre el proyecto del macrohotel David Zapatero.","L'associació de veïns de Sant Antoni denuncia la falta de resolució sobre la declaració de bé de rellevància local per a les naus del carrer Guatla i la amenaça de derribament per part d'una promotora, demanant protecció patrimonial i expressant preocupació sobre el projecte del macrohotel David Zapatero."
2022-09-29-001,2022-09-29,2022-09-29,2019-2023,[***],Asociación de Vecinos del Barrio de San Antonio,asociacion-vecinos-san-antonio-zaidia,av,castellano,barri,Sant Antoni,La Saïdia,urbanisme|serveis_publics|drets_i_igualtat,urbanisme:habitatge|urbanisme:espai_public|serveis_publics:educacio|serveis_publics:salut|serveis_publics:serveis_socials|drets_i_igualtat:drets_humans,14|19|20,1403|1401|1906|2000,"La Asociación de Vecinos del Barrio de San Antonio denuncia la falta de dotaciones públicas en el barrio y se opone a la construcción de un macrohotel de 575 habitaciones en la calle Guatla, denunciando irregularidades en la titularidad del suelo y contradictions en las actuaciones del Ayuntamiento respecto al Plan Estratégico València 2030.","L'Associació de Veïns del Barri de Sant Antoni denuncia la manca de dotacions públiques en el barri i s'oposa a la construcció d'un machotel de 575 habitacions al carrer Guatla, denunciant irregularitats en la titularitat del sòl i contradiccions en les actuacions de l'Ajuntament respecte al Pla Estratègic València 2030."
2022-07-28-003,2022-07-28,2022-07-28,2019-2023,[***],Asociación de Vecinos Marítim-Aiora,asociacion-vecinos-maritim-aiora,av,castellano,multi_barri,El Grau|Aiora,Camins al Grau|Poblats Marítims,serveis_publics|persones|participacio,serveis_publics:esports|persones:gent_major|participacio:participacio,13|15|20,1526|1303|2000,"Miembro de la Asociación de Vecinos Marítim-Aiora reclama la reapertura inmediata de la piscina de Ayora, cerrada hace cinco meses, destacando su importancia para actividades terapéuticas y deportivas, y crítica la falta de gestión del gobierno local.","Membre de l'Associació de Veïns Marítim-Aiora reclama la reapertura immediata de la piscina d'Ayora, tancada fa cinc mesos, destaca la seua importància per a activitats terapèutiques i esportives, i critica la falta de gestió del govern local."
2022-07-28-002,2022-07-28,2022-07-28,2019-2023,[***],Associació de Veïns de la Plaça de Múrcia,associacio-veins-placa-murcia,av,castellano,ciutat,,,serveis_publics|persones|drets_i_igualtat,serveis_publics:salut|persones:gent_major|drets_i_igualtat:drets_humans,3|13|19,300|1303|1906,"Una enfermera del Hospital General Universitario de València, delegada de CSIF, denuncia la grave situación de falta de recursos humanos en el hospital pese a tener la mayor población asignada de la Comunidad Valenciana, solicitando aumento de plantilla, estatutarización e integración en la Conselleria de Sanidad.","Una infermera de l'Hospital General Universitari de València, delegada de CSIF, denuncia la situació greu per falta de recursos humans en el hospital malgrat tindre la major població assignada de la Comunitat Valenciana, sol·licitant augment de plantilla, estatutarització i integració en la Conselleria de Sanitat."
2022-07-28-001,2022-07-28,2022-07-28,2019-2023,[***] i [***],Associació de Veïns del Barri de Penya-roja,plataforma-vecinal-penyaroja,plataforma,castellano,multi_barri,Penya-Roja|El Grau|Cabanyal-Canyamelar|Natzaret|Tres Forques,Camins al Grau|L'Olivereta|Poblats Marítims,urbanisme|mobilitat|medi_ambient,urbanisme:espai_public|mobilitat:transit|medi_ambient:contaminacio,7|10|14,1002|1401|705|1403,"Los vecinos de Penya-roja reclaman urgentemente el soterramiento de las vías del tren mediante la prolongación del túnel de Serrería, criticando el nuevo PAI del Grao por no contemplar esta solución y exigiendo una inversión equivalente a la destinada a otras zonas de la ciudad.","Els veïns de Penya-roja demanen urgentment el soterrament de les vies del tren mitjançant la prolongació del túnel de Serreria, criticant el nou PAI del Grao per no contemplar aquesta solució i exigint una inversió equivalent a la destinada a altres zones de la ciutat."
2022-06-30-002,2022-06-30,2022-06-30,2019-2023,[***],Federació de Mercats Tradicionals d'Abastiments CV (Comfemercat),federacio-mercats-tradicionals-abastiments-cv,empresa,castellano,ciutat,El Mercat|Russafa|Benicalap|Cabanyal-Canyamelar|L'Illa Perduda,Algirós|Benicalap|Ciutat Vella|L'Eixample|Poblats Marítims,economia|urbanisme|participacio,economia:comerc_ocupacio|economia:agricultura|urbanisme:usos_turistics|participacio:participacio,4|14|15,1521|1500|400|1403,"La representante de Comfemercat rechaza la creación de nuevos mercados de venta directa de agricultores, argumentando que generaría competencia desleal hacia los 2.729 vendedores existentes y amenazaría los 8.200 empleos directos del sector, cuando existen 427 paradas vacías que podrían ocuparse en los mercados actuales.","La representant de Comfemercat rebutja la creació de nous mercats de venda directa d'agricultors, argumentant que generaria competència deslleial envers els 2.729 venedors existents i amenaçaria els 8.200 llocs de treball directes del sector, quan existeixen 427 parades buides que podrien ocupar-se als mercats actuals."
2022-06-30-001,2022-06-30,2022-06-30,2019-2023,[***],SPPLB / InterinosVLC por la Fijeza Ya,spplb-sindical,sindical,mixt,ciutat,,,serveis_publics|economia|drets_i_igualtat,serveis_publics:seguretat|economia:comerc_ocupacio|drets_i_igualtat:drets_humans,12|20,2004|1200,"Representantes de la plataforma InterinosVLC solicitan a la corporación municipal que aplique procesos de estabilización real para los 1.892 funcionarios interinos del Ayuntamiento, utilizando el marco legal de la Ley 20/2021 que permite diseñar procesos que valoren la experiencia acumulada, como ya ha hecho la Diputación de Sevilla.","Representants de la plataforma InterinosVLC demanen a la corporació municipal que aplique processos d'estabilització real pels 1.892 funcionaris interins de l'Ajuntament, utilitzant el marc legal de la Llei 20/2021 que permet dissenyar processos que valoren l'experiència acumulada, com ja ha fet la Diputació de Sevilla."
